PID values => kp: 0 ki: 0 kd: 0
Print out format:
yc, zc, alt, CH1, CH3, is_manual?, roll, yaw, area, system time, RF, pitch, CH2, CH4
0,0,0,0,0,11.6534e+38,2.58451e+33,0,50,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,53,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,55,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,56,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,58,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,62,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,66,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,71,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,74,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,76,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,81,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,86,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,91,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,98,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,100,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,104,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,108,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,113,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,121,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,123,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,125,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,127,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,129,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,131,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,134,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,139,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,144,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,149,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,157,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,159,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,163,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,168,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,172,0,2.56651e+33
0,0,0,0,0,11.6534e+38,2.58451e+33,0,176,0,2.56651e+33
