PID values => kp: 0.15 ki: 0.01 kd: 0.085
Print out format:
yc, zc, alt, CH1, CH3, is_manual?, roll, yaw, area, system time, x
415.307,-13.5326,2858,1562,1605,0,-4.56934,120.916,24.5599,4903,0.15
368.364,12.7393,2811,1562,1605,0,-3.96836,121.158,25.3562,5003,0.131
309.054,13.3732,2781,1526,1605,0,-0.954738,120.845,24.9937,5103,0.131
340.576,72.1651,2763,1589,1605,0,-0.576106,120.909,23.7766,5203,0.131
298.831,22.553,2756,1589,1605,0,-0.576106,120.909,24.2087,5303,3.941
244.621,-17.4465,2754,1521,1605,0,-0.544845,120.15,24.8381,5403,3.941
214.567,-85.262,2676,1519,1605,0,-0.573716,119.954,24.8022,5503,3.889
191.295,-99.4662,2679,1519,1605,0,-0.242384,119.816,25.0148,5603,3.81
176.953,-111.833,2653,1521,1605,0,-0.440952,119.94,24.9986,5703,3.726
153.503,-136.2,2662,1516,1605,0,-0.440952,119.94,25.3713,5803,3.641
145.337,-177.411,2611,1516,1605,0,-0.171228,120.361,25.1325,5903,3.538
134.334,-154.859,2608,1524,1605,0,-0.0672619,120.403,25.0258,6003,3.482
102.289,-156.046,2584,1501,1605,0,-0.142154,120.751,25.6621,6103,3.383
118.907,-184.891,2576,1545,1605,0,-0.277234,121.134,25.0542,6203,3.219
101.938,-191.326,2561,1514,1605,0,-1.26644,121.27,25.3019,6303,3.102
112.396,-255.134,2507,1514,1605,0,-0.556083,121.145,25.4381,6404,2.971
98.9838,-278.328,2476,1539,1605,0,-0.360787,121.073,25.2061,6504,2.971
126.446,-348.124,2452,1556,1605,0,-0.847379,121.094,25.3933,6605,2.971
116.085,-348.559,2423,1556,1605,0,-0.847379,121.094,25.431,6705,2.896
137.766,-446.338,2356,1553,1605,0,-2.69808,120.712,25.0634,6806,2.746
148.019,-499.194,2307,1553,1605,0,-2.70801,120.518,25.6974,6906,2.306
166.736,-430.452,2278,1545,1605,0,-2.57605,119.905,24.7189,7006,2.235
151.775,-490.849,2259,1524,1605,0,-2.36449,119.754,25.2932,7106,2.038
192.32,-569.011,2224,1524,1605,0,-0.648958,119.151,25.0312,7206,1.973
219.687,-525.139,2205,1571,1605,0,-0.960634,119.219,24.9019,7306,1.87
228.569,-436.824,2217,1571,1605,0,-4.013,119.291,24.6422,7406,1.771
250.127,-442.454,2226,1557,1605,0,-4.45164,119.163,24.5347,7506,1.644
253.322,-463.486,2254,1556,1605,0,-3.86684,119.37,24.7741,7606,1.542
250.2,-449.488,2274,1556,1605,0,-3.75963,119.977,24.5787,7706,1.392
258.281,-449.249,2302,1561,1605,0,-3.49514,120.509,24.9484,7806,1.26
236.73,-442.938,2344,1562,1605,0,-3.06798,114.979,25.2187,7906,1.087
283.714,-370.647,2396,1562,1605,0,-3.35292,115.099,24.281,8006,0.993
278.809,-357.977,2425,1599,1605,0,-1.2234,115.002,24.6263,8106,0.872
264.657,-265.447,2451,1554,1605,0,-4.70803,115.26,24.2022,8206,0.562
274.356,-320.833,2495,1566,1605,0,-2.87606,115.145,24.7146,8306,0.421
269.03,-163.95,2512,1567,1605,0,-3.80563,115.103,23.8841,8407,0.351
224.659,-251.103,2533,1514,1605,0,-4.33783,115.109,24.7764,8507,0.351
177.963,-167.77,2538,1505,1605,0,-1.05046,114.848,25.0593,8607,0.351
173.326,-176.738,2554,1505,1605,0,-0.521811,114.777,24.7772,8707,3.876
144.536,-160.453,2577,1515,1605,0,-0.191305,114.654,24.8196,8807,3.876
135.018,-170.968,2608,1515,1605,0,0.27314,114.662,24.4815,8907,3.876
118.349,-153.835,2644,1522,1605,0,0.310515,114.621,24.6978,9007,3.754
94.6117,-111.453,2678,1522,1605,0,-0.0295695,114.86,24.7741,9107,3.642
63.7733,-30.3524,2751,1513,1605,0,-0.0180356,114.941,24.5874,9207,3.52
-46.5629,163.986,2907,1502,1605,0,-0.0582493,115.179,24.5027,9307,3.079
-58.4965,280.506,2957,1418,1500,0,1.75325,115.057,23.9961,9407,3.047
-29.7022,207.049,2975,1500,1500,0,4.20138,114.952,24.2528,9507,2.986
-84.8901,244.262,2996,1459,1500,0,1.51024,115,24.9072,9607,2.892
-112.72,283.781,3047,1478,1500,0,1.95499,114.856,25.0788,9707,2.892
-100.299,267.226,3035,1514,1500,0,0.956809,114.68,24.6647,9807,2.892
-107.298,293.881,3061,1514,1500,0,0.556969,114.488,24.7067,9907,2.84
-83.1498,316.702,3070,1496,1500,0,0.204167,114.508,24.6192,10007,2.807
-83.2558,329.441,3077,1505,1500,0,-0.0808379,114.563,24.8062,10107,2.737
-70.7037,404.224,3144,1518,1395,0,-0.382327,114.297,24.7935,10207,2.714
-75.3301,463.665,3187,1502,1395,0,-0.437331,114.092,25.417,10307,2.676
-75.4083,532.414,3236,1506,1395,0,-0.70953,114.304,25.139,10407,2.676
-35.5966,530.413,3304,1546,1395,0,-0.69742,114.539,24.4162,10507,2.676
-34.3176,613.665,3414,1514,1395,0,-1.54048,115.015,24.4284,10607,2.685
3.1755,747.345,3466,1513,1395,0,-0.738887,115.302,25.3099,10707,2.695
3.48623,760.695,3489,1518,1395,0,-0.676984,115.437,25.4509,10807,2.695
31.7197,725.684,3523,1518,1395,0,-0.3584,115.691,24.2227,10907,2.714
43.461,882.933,3583,1534,1395,0,-0.0871945,115.486,25.7707,11007,2.793
54.5689,876.936,3586,1534,1395,0,-0.538891,115.142,25.5041,11107,2.793
74.3684,874.662,3603,1534,1395,0,-0.494438,115.013,24.9788,11207,2.793
86.3485,868.144,3596,1541,1395,0,-1.60164,115.014,25.373,11307,2.756
77.1832,902.908,3595,1541,1395,0,-1.23691,114.882,25.487,11407,2.756
91.321,847.776,3579,1544,1395,0,-1.23691,114.882,25.5959,11508,2.756
131.708,831.386,3550,1572,1395,0,-1.742,114.652,25.6724,11608,2.756
146.666,783.124,3546,1553,1395,0,-4.23398,114.811,25.2755,11708,2.756
157.558,776.956,3527,1551,1395,0,-2.98144,114.806,25.1144,11808,2.751
125.437,824.75,3506,1510,1395,0,-2.83151,115.165,26.144,11908,2.718
165.734,770.783,3484,1510,1395,0,-1.04387,115.193,25.5273,12008,2.662
144.797,744.091,3445,1510,1395,0,-0.817841,115.244,25.6393,12108,2.662
170.331,685.775,3424,1566,1395,0,-0.657175,115.047,25.1608,12208,2.643
155.608,624.311,3388,1530,1395,0,-2.69995,115.126,25.4714,12308,2.578
174.871,649.843,3344,1562,1395,0,-2.69995,115.126,26.3109,12408,2.563
214.478,571.147,3277,1562,1395,0,-2.90836,114.861,25.701,12508,2.484
252.284,518.154,3277,1590,1395,0,-3.50445,114.935,25.5734,12608,2.46
248.742,462.762,3238,1590,1395,0,-5.82263,115.137,25.3293,12708,2.404
254.674,407.77,3198,1563,1395,0,-6.01909,115.232,25.2114,12809,2.353
277.536,293.762,3102,1582,1500,0,-4.99564,115.356,25.1794,12909,2.292
262.011,301.721,3045,1582,1500,0,-5.76416,115.498,25.2171,13009,2.245
275.296,226.331,3010,1574,1500,0,-5.33908,115.505,24.8617,13109,2.179
233.739,111.818,2897,1521,1605,0,-5.33908,115.505,25.4051,13209,1.908
250.142,7.02015,2824,1521,1605,0,-1.07685,115.326,24.9076,13309,1.842
197.213,35.8958,2785,1506,1605,0,-0.401834,115.391,24.8468,13409,1.72
173.205,-20.3045,2739,1507,1605,0,-0.303645,115.573,24.1681,13509,1.646
168.346,-150.119,2679,1543,1605,0,-0.258247,115.91,24.4498,13609,1.496
128.613,-165.888,2619,1508,1605,0,-0.853615,115.734,24.1658,13710,1.496
105.307,-260.232,2505,1508,1605,0,-0.129842,115.503,24.4024,13810,1.496
97.9059,-261.23,2450,1531,1605,0,0.339569,114.686,24.2853,13910,1.416
93.7967,-379.924,2374,1531,1605,0,0.339569,114.686,25.3482,14010,1.313
70.6603,-407.367,2357,1514,1605,0,-0.0126329,113.799,25.4711,14110,1.017
100.006,-462.347,2334,1563,1605,0,-0.794582,113.481,24.6582,14210,1.017
102.418,-487.411,2334,1563,1605,0,-2.41004,113.534,24.764,14310,0.877
87.9643,-460.424,2349,1524,1605,0,-3.17553,113.734,25.3643,14410,0.812
65.4617,-411.582,2392,1524,1605,0,-2.38746,113.743,25.2119,14510,0.558
71.4537,-371.971,2369,1524,1605,0,-0.825145,114.065,24.4239,14610,0.47
59.4425,-311.468,2424,1522,1605,0,-0.874747,115.037,24.2801,14710,0.442
50.5167,-228.554,2536,1522,1605,0,-0.316719,115.453,23.9075,14810,0.404
52.8764,-146.947,2582,1533,1605,0,-0.136967,115.653,24.1695,14910,0.39
24.0318,-101.57,2638,1533,1605,0,-0.187937,115.586,24.2763,15010,0.39
33.097,-39.1005,2694,1536,1605,0,-0.13415,115.53,24.5104,15110,0.39
25.5585,68.9946,2796,1521,1605,0,-0.482199,115.673,24.2784,15210,0.32
4.49604,104.713,2850,1521,1605,0,-0.0340497,115.643,24.0944,15310,0.273
-15.137,114.077,2885,1504,1605,0,-0.0340497,115.643,24.0729,15410,0.231
-14.1107,225.508,2935,1522,1500,0,0.297433,115.972,23.9216,15510,0.231
-29.4091,256.936,3015,1506,1500,0,0.125733,115.879,24.2436,15610,0.231
-43.5107,248.993,3046,1506,1500,0,0.125733,115.879,23.6337,15710,0.226
-11.9139,369.16,3071,1548,1500,0,0.0536618,115.345,24.4694,15810,0.212
-21.3318,368.827,3102,1548,1500,0,-0.708646,115.268,24.0811,15910,0.198
-31.7804,457.161,3176,1512,1500,0,-0.402179,114.898,24.3935,16010,0.193
-82.9072,418.055,3202,1467,1395,0,0.0403485,114.837,23.7985,16110,0.174
-67.9776,481.638,3234,1467,1395,0,0.189853,115.053,24.0944,16210,0.137
-58.4881,489.704,3237,1525,1395,0,-0.285553,115.682,23.8949,16311,0.113
-97.4193,440.73,3259,1475,1395,0,-0.36792,115.869,23.0732,16411,0.113
-57.9392,504.504,3259,1475,1395,0,-0.36792,115.869,23.7959,16511,0.076
-79.8774,513.664,3246,1492,1395,0,-0.36792,115.869,24.1113,16611,0.081
-74.5128,500.763,3236,1492,1395,0,0.119445,115.367,24.0276,16711,0.104
-116.357,464.105,3218,1470,1395,0,0.497042,114.977,23.7463,16811,0.104
-91.72,457.243,3190,1469,1395,0,0.497042,114.977,24.1701,16911,0.109
-130.914,508.741,3183,1530,1395,0,0.154378,114.369,23.9879,17011,0.132
-149.671,477.714,3178,1484,1395,0,-0.0977687,114.345,24.0723,17111,0.17
-133.087,483.721,3196,1484,1395,0,-0.263612,114.292,24.7068,17211,0.231
-135.338,514.867,3234,1500,1395,0,-0.263612,114.292,24.6356,17311,0.278
-180.095,500.461,3266,1500,1395,0,-0.263612,114.292,23.9929,17411,0.32
-124.59,594.862,3292,1500,1395,0,-0.263612,114.292,24.5489,17511,0.367
-119.763,688.688,3334,1508,1395,0,1.06476,114.811,25.2556,17611,0.484
-109.101,690.847,3429,1507,1395,0,0.124782,115.272,24.6198,17711,0.619
-127.52,730.993,3470,1514,1395,0,0.23432,115.289,24.9698,17811,0.784
-137.335,783.098,3499,1492,1395,0,0.295579,115.203,25.4368,17911,0.849
-99.0685,759.525,3521,1539,1395,0,0.295579,115.203,24.9543,18011,0.947
-61.1445,765.06,3549,1539,1395,0,-0.371824,115.501,24.6371,18111,0.989
-96.0907,850.456,3557,1477,1395,0,-0.904963,115.586,25.551,18211,1.107
-19.9694,826.764,3577,1477,1395,0,-0.0778078,115.357,24.9417,18311,1.186
-43.6964,864.713,3576,1494,1395,0,0.105214,115.317,25.7696,18411,1.252
-87.9766,773.739,3572,1470,1395,0,-0.079225,115.319,24.2398,18511,1.304
40.5097,814.407,3577,1636,1395,0,-0.602402,115.096,24.7622,18611,1.36
26.9899,872.429,3570,1513,1395,0,-8.56029,114.64,25.3974,18711,1.43
-37.5996,796.131,3533,1513,1395,0,-3.05203,113.355,24.645,18811,1.496
50.1126,798.482,3530,1603,1395,0,-2.69551,113.412,25.6856,18911,1.515
60.6433,679.597,3531,1603,1395,0,-6.86299,114.022,24.0667,19011,1.585
41.5731,705.168,3511,1511,1395,0,-6.88159,114.461,24.7378,19112,1.665
86.0501,691.001,3495,1572,1395,0,-2.39711,114.629,25.0526,19212,1.683
105.917,635.732,3416,1572,1395,0,-5.08193,114.853,25.2132,19312,1.805
28.4221,652.578,3391,1459,1395,0,-4.71428,114.698,25.555,19412,1.899
86.6832,562.602,3329,1459,1395,0,-0.321785,114.35,24.9085,19512,1.969
74.5526,487.788,3312,1584,1395,0,0.0842443,114.509,24.7235,19612,1.983
-6.13631,401.337,3194,1452,1395,0,-3.44774,114.78,24.5751,19712,2.002
40.0395,375.792,3172,1452,1395,0,1.29244,114.01,24.8921,19812,2.118
-9.17078,281.788,3046,1478,1500,0,1.42131,114.001,24.9806,19913,2.17
-49.6525,307.043,3027,1478,1500,0,0.509194,114.996,25.2282,20013,2.245
-48.9266,266.897,3004,1479,1500,0,-0.705384,119.368,25.2698,20113,2.311
-61.4838,192.856,2988,1501,1500,0,-1.23953,122.246,24.7418,20213,2.413
-63.978,193.53,2983,1501,1500,0,-1.53947,126.376,24.3532,20313,2.512
-57.4603,229.193,2985,1509,1500,0,-1.5799,127.027,24.5638,20413,2.648
-86.0059,241.512,3028,1484,1500,0,-1.46782,127.613,24.2138,20513,2.835
-92.7034,245.185,3028,1501,1500,0,-0.857768,126.575,24.7102,20613,3.182
-117.119,288.635,3045,1501,1500,0,-0.476121,125.724,24.6438,20713,3.318
-151.225,321.377,3051,1469,1500,0,-0.453879,124.766,25.0207,20813,3.463
-186.133,404.345,3110,1469,1500,0,0.0113801,123.999,25.4929,20913,3.628
-222.026,439.295,3141,1456,1395,0,-0.0165735,123.678,25.6563,21013,3.628
-225.381,479.512,3181,1456,1395,0,1.16046,123.622,25.3129,21113,3.628
-229.665,475.932,3211,1481,1395,0,1.68188,123.848,25.225,21213,0.407
-278.895,540.365,3263,1436,1395,0,1.06644,124.563,25.1445,21314,0.407
-263.656,562.093,3282,1435,1395,0,2.61568,125.188,24.7106,21414,0.407
-286.379,531.59,3273,1456,1395,0,2.8707,125.073,25.0365,21514,0.581
-311.894,575.479,3290,1456,1395,0,2.69006,124.982,25.0513,21615,0.839
-308.462,585.846,3302,1475,1395,0,2.92964,123.143,25.0583,21715,0.927
-288.892,548.473,3297,1475,1395,0,1.81195,122.708,25.0654,21815,1.143
-292.892,510.82,3301,1491,1395,0,0.958559,121.805,25.3735,21915,1.265
-268.31,525.816,3292,1498,1395,0,0.259505,121.674,25.2154,22015,1.425
-191.461,454.252,3255,1498,1395,0,-0.0425442,121.693,25.0732,22115,1.425
-203.966,475.666,3227,1476,1395,0,-0.0293238,121.966,25.0951,22215,1.593
-165.484,445.224,3188,1475,1395,0,-0.655979,122.602,25.3049,22316,2.296
-76.3152,332.433,3120,1524,1395,0,-0.816049,122.708,24.6181,22416,2.39
-62.249,348.037,3085,1519,1500,0,-0.783781,122.616,24.9043,22516,2.554
-15.0346,237.939,3047,1554,1500,0,-0.998288,122.495,24.608,22617,2.718
23.9257,216.922,3030,1553,1500,0,-2.99286,123.02,24.9585,22717,2.882
54.4346,277.108,3003,1553,1500,0,-3.51366,123.57,25.0766,22817,3.046
162.544,141.582,2979,1633,1605,0,-4.41954,124.283,24.4841,22917,3.177
164.009,201.621,2966,1633,1605,0,-4.41954,124.283,24.6739,23017,3.322
262.409,216.32,2977,1543,1500,0,-10.4354,125.474,24.2502,23117,3.477
261.564,145.301,2965,1556,1605,0,-5.1117,125.379,25.2611,23217,3.627
307.793,195.291,3026,1556,1605,0,-4.81963,126.34,24.6893,23317,3.627
273.411,190.234,2986,1529,1500,0,-4.4851,126.799,24.3518,23417,3.627
268.095,148.445,2962,1530,1500,0,-2.05001,126.757,24.0997,23517,3.627
250.465,273.874,2991,1541,1500,0,-1.81795,126.605,23.9239,23617,0.516
245.78,145.031,3016,1551,1605,0,-1.3584,125.972,23.5435,23717,0.516
204.33,210.194,3017,1514,1500,0,-0.977164,125.003,24.4053,23817,0.516
178.584,185.532,3030,1524,1500,0,-0.0803902,125.133,24.7834,23917,0.614
142.758,194.648,3013,1510,1500,0,-0.734651,125.683,24.8111,24017,0.75
138.471,199.757,3027,1510,1500,0,-0.424219,125.587,25.1161,24117,0.886
120.052,206.638,3015,1522,1500,0,-0.553801,125.14,24.9779,24217,1.04
84.3663,201.636,3012,1522,1500,0,-0.553801,125.14,24.6627,24317,1.153
62.6689,161.588,2993,1510,1500,0,-0.553801,125.14,25.2459,24417,1.312
55.6308,200.215,2989,1522,1500,0,-0.217929,124.496,24.9387,24517,1.411
53.8341,161.454,2997,1522,1500,0,-0.762967,124.947,24.878,24617,1.528
19.4179,203.349,2998,1493,1500,0,-0.517509,125.828,24.8566,24717,1.654
23.3174,188.865,2985,1526,1500,0,0.139584,126.228,24.9726,24817,1.785
5.70462,189.994,2968,1505,1500,0,0.434553,126.846,24.9959,24917,1.884
7.42513,186.298,2971,1522,1500,0,0.21115,127.317,24.9319,25017,2.015
22.655,151.971,2968,1522,1500,0,-0.215038,127.548,24.7956,25117,2.104
27.4887,149.039,2962,1536,1500,0,-0.329823,127.542,25.0973,25217,2.189
28.0525,143.189,2949,1524,1605,0,-1.43232,127.834,25.2042,25317,2.24
37.6013,163.925,2955,1524,1605,0,-2.02053,127.315,24.8142,25418,2.297
38.7543,152.357,2955,1527,1500,0,-1.06885,125.635,25.062,25518,2.358
66.3918,137.91,2942,1553,1605,0,-1.81068,124.581,24.2904,25618,2.465
86.4561,118.537,2947,1550,1605,0,-2.67164,123.918,24.4766,25718,2.512
82.7587,96.6851,2954,1529,1605,0,-1.88791,123.249,24.4025,25818,2.587
89.9141,109.997,2944,1529,1605,0,-0.752279,123.147,24.7322,25918,2.62
103.435,87.8845,2940,1547,1605,0,-0.752279,123.147,24.6289,26018,2.652
86.6513,159.068,2954,1547,1605,0,-1.62028,125.372,24.9975,26118,2.685
103.126,119.336,2959,1550,1605,0,-1.34121,125.821,25.1513,26218,2.732
126.807,117.071,2950,1560,1605,0,-1.8294,126.215,24.9913,26318,2.789
167.341,91.3589,2958,1560,1605,0,-3.36634,126.856,24.5694,26418,2.807
169.758,106.163,2966,1548,1605,0,-3.52945,126.937,24.7643,26518,2.812
161.829,150.036,2968,1538,1500,0,-2.40665,126.644,25.1054,26618,2.845
196.851,106.024,2961,1539,1500,0,-1.06974,126.205,24.411,26718,2.859
208.254,132.006,2954,1562,1605,0,-0.613722,125.77,24.3789,26818,2.925
211.215,97.2916,2947,1562,1605,0,-2.34388,125.646,24.5114,26918,2.981
212.166,123.163,2937,1554,1605,0,-2.5451,124.711,24.5945,27018,3.014
231.866,103.515,2923,1573,1605,0,-2.54578,124.171,24.0702,27118,3.084
254.481,36.6533,2876,1573,1605,0,-3.57383,124.186,24.5952,27218,3.089
270.249,2.17587,2880,1580,1605,0,-4.90076,124.484,24.2204,27318,3.197
266.167,26.8349,2857,1576,1605,0,-5.48598,124.845,25.0954,27418,3.197
284.709,15.1974,2856,1559,1605,0,-5.48598,124.845,24.9099,27518,3.211
287.741,-0.414282,2849,1569,1605,0,-4.65799,125.243,24.7627,27618,3.267
279.422,-5.23586,2850,1569,1605,0,-5.00277,125.323,24.7579,27718,3.412
290.769,-17.9797,2877,1577,1605,0,-5.05451,125.338,24.4507,27818,3.613
262.752,29.4333,2887,1540,1605,0,-5.55217,125.552,24.8533,27918,3.731
177.985,38.8267,2947,1479,1605,0,-2.47969,125.666,24.5833,28018,3.815
164.04,54.9699,2965,1537,1605,0,-1.39398,125.842,24.5604,28118,3.815
166.622,106.969,2990,1537,1605,0,-1.42017,126.207,24.8217,28218,3.815
158.283,134.848,3023,1541,1605,0,-1.27171,126.108,24.8057,28318,0.315
101.537,200.227,3063,1492,1500,0,-0.872889,125.591,24.7166,28418,0.315
81.8561,214.813,3092,1492,1500,0,-0.0996025,125.334,24.976,28518,0.315
44.7765,236.338,3109,1500,1500,0,-0.118837,125.626,24.854,28618,0.516
20.8975,272.972,3134,1500,1500,0,-0.082968,126.098,24.8272,28718,0.624
-16.0104,293.048,3167,1508,1500,0,-0.210281,126.38,24.7605,28818,0.863
-24.9692,323.441,3175,1514,1500,0,-0.379757,126.688,24.4111,28918,0.99
4.24951,341.703,3181,1514,1500,0,-0.357566,126.913,24.9674,29018,1.107
-11.7683,326.781,3191,1510,1500,0,-0.414817,126.675,24.9811,29118,1.304
-8.30145,323.844,3189,1527,1500,0,-0.532876,126.432,24.9901,29218,1.36
-6.57163,300.91,3188,1527,1500,0,-0.894249,125.872,24.9106,29318,1.534
-22.508,334.855,3192,1526,1500,0,-0.593547,125.462,24.8797,29418,1.538
-13.8537,331.015,3190,1508,1500,0,-0.428736,125.223,24.8265,29520,1.618
8.81467,330.318,3187,1546,1500,0,-0.368724,125.685,24.4247,29620,1.829
5.92429,334.864,3180,1546,1500,0,-1.73373,126.156,24.7393,29720,1.979
22.587,312.047,3180,1543,1500,0,-2.28245,126.541,25.107,29820,2.101
83.3113,307.682,3154,1543,1500,0,-2.08574,126.81,24.873,29920,2.283
92.98,255.669,3148,1589,1500,0,-2.50593,127.005,24.8948,30020,2.57
126.153,248.531,3135,1547,1500,0,-4.99365,127.316,24.6026,30120,2.72
139.57,246.861,3134,1572,1500,0,-4.99365,127.316,24.8656,30220,2.795
169.662,274.44,3114,1558,1500,0,-5.26189,127.531,24.6694,30321,2.889
162.32,284.649,3123,1577,1500,0,-4.42584,127.634,25.0517,30421,3.114
189.178,248.462,3123,1544,1500,0,-3.90814,127.498,24.8687,30521,3.283
182.326,271.665,3130,1577,1500,0,-3.6582,127.408,25.1923,30621,3.376
228.905,267.215,3150,1600,1500,0,-5.57709,127.73,25.0854,30721,3.508
229.21,274.111,3160,1600,1500,0,-7.84361,128.17,24.5339,30821,3.62
196.722,309.182,3151,1600,1500,0,-8.12215,128.226,25.5668,30921,3.756
217.027,327.477,3154,1529,1500,0,-2.09503,127.283,25.3288,31022,3.756
210.197,324.793,3171,1553,1500,0,-2.15217,127.336,25.2448,31122,3.756
179.348,345.889,3203,1528,1500,0,-2.15217,127.336,25.2211,31222,0.293
161.76,353.751,3207,1528,1500,0,-2.15217,127.336,25.4781,31322,0.293
178.568,337.114,3205,1537,1500,0,-0.819042,127.164,24.8809,31422,0.457
168.967,327.804,3205,1545,1500,0,-1.32084,127.656,24.8664,31523,0.692
152.879,319.018,3193,1545,1500,0,-2.15724,127.939,25.1037,31623,0.724
164.341,237.368,3163,1545,1500,0,-2.22293,128.075,25.1147,31723,0.795
169.397,236.12,3144,1563,1500,0,-3.47566,128.468,24.7945,31823,0.935
180.063,243.375,3124,1563,1500,0,-3.59026,128.53,24.9589,31923,1.053
169.083,194.6,3106,1545,1500,0,-3.80194,128.355,24.9619,32023,1.226
165.732,168.369,3083,1551,1500,0,-2.441,128.19,24.9774,32123,1.386
150.596,168.356,3075,1551,1500,0,-2.62208,128.238,25.2168,32223,1.559
145.713,183.782,3081,1539,1500,0,-2.28411,128.185,25.1281,32323,1.756
172.496,271.208,3088,1578,1500,0,-2.28411,128.185,24.7412,32423,1.897
144.98,202.719,3084,1578,1500,0,-3.91706,127.93,25.0972,32524,2.085
146.858,233.691,3120,1553,1500,0,-4.65567,128.155,24.7362,32624,2.085
138.392,222.802,3081,1553,1500,0,-3.12319,128.355,25.387,32724,2.257
151.656,243.322,3077,1564,1500,0,-3.0353,128.575,25.5396,32824,2.257
153.623,211.733,3076,1555,1500,0,-3.1592,128.64,25.4782,32924,2.384
172.836,229.291,3077,1555,1500,0,-3.5301,128.474,24.9526,33024,3.083
167.578,171.4,3069,1551,1500,0,-3.23633,128.106,25.2336,33124,3.2
