Print out format:
y, z, rf1, rf2, rf3, time
-119.667,-5.93679,2568,0,0
-101.177,28.6907,2624,0,0
-43.51,34.9606,2934,0,0
-40.3068,93.2849,3075,0,0
2.3521,104.924,3215,0,0
8.16404,160.144,3370,0,0
14.4485,236.268,3529,0,0
73.9706,171.434,3628,0,0
84.4669,307.322,3764,0,0
118.044,222.139,3764,0,0
168.846,287.772,3764,0,0
173.527,321.901,478,0,0
206.227,344.887,478,0,0
215.388,331.428,478,0,0
221.403,364.684,628,0,0
234.579,375.905,881,0,0
266.622,366.711,970,0,0
272.801,348.652,1134,0,0
294.324,306.901,1303,0,0
320.934,257.784,1476,0,0
320.941,272.505,1696,0,0
339.877,228.397,1841,0,0
336.78,218.952,2006,0,0
298.433,219.848,2165,0,0
285.879,259.391,2310,0,0
268.707,220.482,2840,0,0
267.379,209.533,2952,0,0
225.479,209.6,3102,0,0
182.923,247.926,3191,0,0
184.832,229.13,3289,0,0
174.097,243.352,3444,0,0
158.159,362.073,3576,0,0
171.638,300.56,3721,0,0
178.122,234.967,3782,0,0
181.043,249.119,3834,0,0
177.098,209.908,3913,0,0
226.59,176.999,3913,0,0
230.191,185.732,3913,0,0
204.191,304.585,159,0,0
288.714,219.68,136,0,0
304.182,234.898,136,0,0
312.053,241.168,159,0,0
349.72,210.373,201,0,0
361.24,68.261,220,0,0
366.993,50.3573,220,0,0
409.036,-5.22621,220,0,0
444.285,-57.9302,211,0,0
434.323,14.3004,211,0,0
420.694,18.7726,197,0,0
415.307,-13.5326,150,0,0
368.364,12.7393,131,0,0
309.054,13.3732,131,0,0
340.576,72.1651,131,0,0
298.831,22.553,3941,0,0
244.621,-17.4465,3941,0,0
214.567,-85.262,3889,0,0
191.295,-99.4662,3810,0,0
176.953,-111.833,3726,0,0
153.503,-136.2,3641,0,0
145.337,-177.411,3538,0,0
134.334,-154.859,3482,0,0
102.289,-156.046,3383,0,0
118.907,-184.891,3219,0,0
101.938,-191.326,3102,0,0
112.396,-255.134,2971,0,0
98.9838,-278.328,2971,0,0
126.446,-348.124,2971,0,0
116.085,-348.559,2896,0,0
137.766,-446.338,2746,0,0
148.019,-499.194,2306,0,0
166.736,-430.452,2235,0,0
151.775,-490.849,2038,0,0
192.32,-569.011,1973,0,0
219.687,-525.139,1870,0,0
228.569,-436.824,1771,0,0
250.127,-442.454,1644,0,0
253.322,-463.486,1542,0,0
250.2,-449.488,1392,0,0
258.281,-449.249,1260,0,0
236.73,-442.938,1087,0,0
283.714,-370.647,993,0,0
278.809,-357.977,872,0,0
264.657,-265.447,562,0,0
274.356,-320.833,421,0,0
269.03,-163.95,351,0,0
224.659,-251.103,351,0,0
177.963,-167.77,351,0,0
173.326,-176.738,3876,0,0
144.536,-160.453,3876,0,0
135.018,-170.968,3876,0,0
118.349,-153.835,3754,0,0
94.6117,-111.453,3642,0,0
63.7733,-30.3524,3520,0,0
-46.5629,163.986,3079,0,0
-58.4965,280.506,3047,0,0
-29.7022,207.049,2986,0,0
-84.8901,244.262,2892,0,0
-112.72,283.781,2892,0,0
-100.299,267.226,2892,0,0
-107.298,293.881,2840,0,0
-83.1498,316.702,2807,0,0
-83.2558,329.441,2737,0,0
-70.7037,404.224,2714,0,0
-75.3301,463.665,2676,0,0
-75.4083,532.414,2676,0,0
-35.5966,530.413,2676,0,0
-34.3176,613.665,2685,0,0
3.1755,747.345,2695,0,0
3.48623,760.695,2695,0,0
31.7197,725.684,2714,0,0
43.461,882.933,2793,0,0
54.5689,876.936,2793,0,0
74.3684,874.662,2793,0,0
86.3485,868.144,2756,0,0
77.1832,902.908,2756,0,0
91.321,847.776,2756,0,0
131.708,831.386,2756,0,0
146.666,783.124,2756,0,0
157.558,776.956,2751,0,0
125.437,824.75,2718,0,0
165.734,770.783,2662,0,0
144.797,744.091,2662,0,0
170.331,685.775,2643,0,0
155.608,624.311,2578,0,0
174.871,649.843,2563,0,0
214.478,571.147,2484,0,0
252.284,518.154,2460,0,0
248.742,462.762,2404,0,0
254.674,407.77,2353,0,0
277.536,293.762,2292,0,0
262.011,301.721,2245,0,0
275.296,226.331,2179,0,0
233.739,111.818,1908,0,0
250.142,7.02015,1842,0,0
197.213,35.8958,1720,0,0
173.205,-20.3045,1646,0,0
168.346,-150.119,1496,0,0
128.613,-165.888,1496,0,0
105.307,-260.232,1496,0,0
97.9059,-261.23,1416,0,0
93.7967,-379.924,1313,0,0
70.6603,-407.367,1017,0,0
100.006,-462.347,1017,0,0
102.418,-487.411,877,0,0
87.9643,-460.424,812,0,0
65.4617,-411.582,558,0,0
71.4537,-371.971,470,0,0
59.4425,-311.468,442,0,0
50.5167,-228.554,404,0,0
52.8764,-146.947,390,0,0
24.0318,-101.57,390,0,0
33.097,-39.1005,390,0,0
25.5585,68.9946,320,0,0
4.49604,104.713,273,0,0
-15.137,114.077,231,0,0
-14.1107,225.508,231,0,0
-29.4091,256.936,231,0,0
-43.5107,248.993,226,0,0
-11.9139,369.16,212,0,0
-21.3318,368.827,198,0,0
-31.7804,457.161,193,0,0
-82.9072,418.055,174,0,0
-67.9776,481.638,137,0,0
-58.4881,489.704,113,0,0
-97.4193,440.73,113,0,0
-57.9392,504.504,76,0,0
-79.8774,513.664,81,0,0
-74.5128,500.763,104,0,0
-116.357,464.105,104,0,0
-91.72,457.243,109,0,0
-130.914,508.741,132,0,0
-149.671,477.714,170,0,0
-133.087,483.721,231,0,0
-135.338,514.867,278,0,0
-180.095,500.461,320,0,0
-124.59,594.862,367,0,0
-119.763,688.688,484,0,0
-109.101,690.847,619,0,0
-127.52,730.993,784,0,0
-137.335,783.098,849,0,0
-99.0685,759.525,947,0,0
-61.1445,765.06,989,0,0
-96.0907,850.456,1107,0,0
-19.9694,826.764,1186,0,0
-43.6964,864.713,1252,0,0
-87.9766,773.739,1304,0,0
40.5097,814.407,1360,0,0
26.9899,872.429,1430,0,0
-37.5996,796.131,1496,0,0
50.1126,798.482,1515,0,0
60.6433,679.597,1585,0,0
41.5731,705.168,1665,0,0
86.0501,691.001,1683,0,0
105.917,635.732,1805,0,0
28.4221,652.578,1899,0,0
86.6832,562.602,1969,0,0
74.5526,487.788,1983,0,0
-6.13631,401.337,2002,0,0
40.0395,375.792,2118,0,0
-9.17078,281.788,2170,0,0
-49.6525,307.043,2245,0,0
-48.9266,266.897,2311,0,0
-61.4838,192.856,2413,0,0
-63.978,193.53,2512,0,0
-57.4603,229.193,2648,0,0
-86.0059,241.512,2835,0,0
-92.7034,245.185,3182,0,0
-117.119,288.635,3318,0,0
-151.225,321.377,3463,0,0
-186.133,404.345,3628,0,0
-222.026,439.295,3628,0,0
-225.381,479.512,3628,0,0
-229.665,475.932,407,0,0
-278.895,540.365,407,0,0
-263.656,562.093,407,0,0
-286.379,531.59,581,0,0
-311.894,575.479,839,0,0
-308.462,585.846,927,0,0
-288.892,548.473,1143,0,0
-292.892,510.82,1265,0,0
-268.31,525.816,1425,0,0
-191.461,454.252,1425,0,0
-203.966,475.666,1593,0,0
-165.484,445.224,2296,0,0
-76.3152,332.433,2390,0,0
-62.249,348.037,2554,0,0
-15.0346,237.939,2718,0,0
23.9257,216.922,2882,0,0
54.4346,277.108,3046,0,0
162.544,141.582,3177,0,0
164.009,201.621,3322,0,0
262.409,216.32,3477,0,0
261.564,145.301,3627,0,0
307.793,195.291,3627,0,0
273.411,190.234,3627,0,0
268.095,148.445,3627,0,0
250.465,273.874,516,0,0
245.78,145.031,516,0,0
204.33,210.194,516,0,0
178.584,185.532,614,0,0
142.758,194.648,750,0,0
138.471,199.757,886,0,0
120.052,206.638,1040,0,0
84.3663,201.636,1153,0,0
62.6689,161.588,1312,0,0
55.6308,200.215,1411,0,0
53.8341,161.454,1528,0,0
19.4179,203.349,1654,0,0
23.3174,188.865,1785,0,0
5.70462,189.994,1884,0,0
7.42513,186.298,2015,0,0
22.655,151.971,2104,0,0
27.4887,149.039,2189,0,0
28.0525,143.189,2240,0,0
37.6013,163.925,2297,0,0
38.7543,152.357,2358,0,0
66.3918,137.91,2465,0,0
86.4561,118.537,2512,0,0
82.7587,96.6851,2587,0,0
89.9141,109.997,2620,0,0
103.435,87.8845,2652,0,0
86.6513,159.068,2685,0,0
103.126,119.336,2732,0,0
126.807,117.071,2789,0,0
167.341,91.3589,2807,0,0
169.758,106.163,2812,0,0
161.829,150.036,2845,0,0
196.851,106.024,2859,0,0
208.254,132.006,2925,0,0
211.215,97.2916,2981,0,0
212.166,123.163,3014,0,0
231.866,103.515,3084,0,0
254.481,36.6533,3089,0,0
270.249,2.17587,3197,0,0
266.167,26.8349,3197,0,0
284.709,15.1974,3211,0,0
287.741,-0.414282,3267,0,0
279.422,-5.23586,3412,0,0
290.769,-17.9797,3613,0,0
262.752,29.4333,3731,0,0
177.985,38.8267,3815,0,0
164.04,54.9699,3815,0,0
166.622,106.969,3815,0,0
158.283,134.848,315,0,0
101.537,200.227,315,0,0
81.8561,214.813,315,0,0
44.7765,236.338,516,0,0
20.8975,272.972,624,0,0
-16.0104,293.048,863,0,0
-24.9692,323.441,990,0,0
4.24951,341.703,1107,0,0
-11.7683,326.781,1304,0,0
-8.30145,323.844,1360,0,0
-6.57163,300.91,1534,0,0
-22.508,334.855,1538,0,0
-13.8537,331.015,1618,0,0
8.81467,330.318,1829,0,0
5.92429,334.864,1979,0,0
22.587,312.047,2101,0,0
83.3113,307.682,2283,0,0
92.98,255.669,2570,0,0
126.153,248.531,2720,0,0
139.57,246.861,2795,0,0
169.662,274.44,2889,0,0
162.32,284.649,3114,0,0
189.178,248.462,3283,0,0
182.326,271.665,3376,0,0
228.905,267.215,3508,0,0
229.21,274.111,3620,0,0
196.722,309.182,3756,0,0
217.027,327.477,3756,0,0
210.197,324.793,3756,0,0
179.348,345.889,293,0,0
161.76,353.751,293,0,0
178.568,337.114,457,0,0
168.967,327.804,692,0,0
152.879,319.018,724,0,0
164.341,237.368,795,0,0
169.397,236.12,935,0,0
180.063,243.375,1053,0,0
169.083,194.6,1226,0,0
165.732,168.369,1386,0,0
150.596,168.356,1559,0,0
145.713,183.782,1756,0,0
172.496,271.208,1897,0,0
144.98,202.719,2085,0,0
146.858,233.691,2085,0,0
138.392,222.802,2257,0,0
151.656,243.322,2257,0,0
153.623,211.733,2384,0,0
172.836,229.291,3083,0,0
167.578,171.4,3200,0,0
189.081,191.477,3341,0,0
167.145,181.818,3439,0,0
114.469,210.914,3543,0,0
146.063,189.146,3660,0,0
113.973,190.379,3782,0,0
105.009,213.01,3899,0,0
100.145,192.528,3899,0,0
106.508,195.57,3899,0,0
114.366,193.837,324,0,0
119.307,160.671,324,0,0
154.979,90.6618,342,0,0
164.59,71.0449,366,0,0
173.313,25.9412,394,0,0
202.055,-2.18489,441,0,0
220.685,15.9655,441,0,0
209.448,-14.4793,605,0,0
217.721,-20.6928,633,0,0
239.425,15.8846,741,0,0
174.549,-5.23453,896,0,0
167.658,1.46767,896,0,0
137.392,42.4656,896,0,0
100.418,38.1067,896,0,0
60.5992,61.7112,896,0,0
29.1612,93.3151,1674,0,0
-5.38382,95.059,1744,0,0
-15.5485,128.153,1744,0,0
-40.6454,128.958,1744,0,0
-33.4222,112.341,1744,0,0
-31.9524,107.632,1744,0,0
-5.30678,74.4065,1758,0,0
-6.15023,89.8365,1979,0,0
18.3025,96.1551,1979,0,0
37.2931,100.747,1983,0,0
62.0788,127.468,1998,0,0
68.4421,112.421,1998,0,0
106.845,122.555,1998,0,0
144.902,141.371,1998,0,0
186.907,78.6433,1965,0,0
174.662,131.641,1847,0,0
203.747,154.161,1810,0,0
245.959,171.841,1683,0,0
236.88,127.05,1514,0,0
274.535,82.092,1229,0,0
287.037,72.8091,1084,0,0
264.407,88.9128,877,0,0
250.439,15.3755,704,0,0
192.564,79.8922,704,0,0
213.686,24.9401,704,0,0
143.666,-0.406255,3763,0,0
121.257,-71.9631,3763,0,0
68.8023,-153.747,3763,0,0
32.5653,-181.073,3505,0,0
48.1135,-271.211,3242,0,0
-23.0857,-215.663,2975,0,0
-57.489,-359.937,2975,0,0
-110.669,-397.196,2797,0,0
-150.27,-403.483,2539,0,0
-127.933,-450.327,1695,0,0
-194.605,-441.568,1540,0,0
-269.645,-452.752,1433,0,0
-260.142,-437.745,1203,0,0
-195.294,-190.633,1015,0,0
-265.719,-404.408,757,0,0
-303.467,-233.022,555,0,0
-277.706,-128.608,555,0,0
-286.889,-125.541,555,0,0
-205.244,-66.0045,3512,0,0
-240.066,-90.5776,3512,0,0
-207.545,30.1749,3217,0,0
-182.441,41.9064,2973,0,0
-184.117,-19.6423,2771,0,0
-132.307,23.0739,2476,0,0
-123.721,28.5625,2157,0,0
-87.1233,10.8646,2157,0,0
-63.6215,4.43214,1773,0,0
-73.5666,-33.3193,1463,0,0
-22.8227,-53.2435,1463,0,0
78.9916,-49.7914,2157,0,0
66.8773,-138.098,3436,0,0
121.261,-265.24,3436,0,0
115.23,-282.326,3436,0,0
147.384,-335.769,3436,0,0
147.865,-315.852,3187,0,0
178.024,-347.559,2629,0,0
179.695,-317.09,2390,0,0
214.277,-259.254,2100,0,0
199.508,-253.297,1842,0,0
219.518,-162.352,1580,0,0
182.725,-58.5952,1378,0,0
187.441,58.9435,1082,0,0
186.485,96.3903,900,0,0
143.609,246.799,670,0,0
115.095,361.938,473,0,0
74.9914,543.709,473,0,0
63.898,599.351,3683,0,0
-3.36423,651.712,3683,0,0
-119.72,838.962,3683,0,0
-105.987,841.678,3472,0,0
-177.977,913.849,3341,0,0
-216.962,949.905,3172,0,0
-247.875,978.588,3112,0,0
-338.606,1067.29,2990,0,0
-338.118,1143.31,2873,0,0
-352.737,1190.69,2840,0,0
-509.734,1279.29,2830,0,0
-438.288,1328.29,2676,0,0
-383.246,1406.07,2596,0,0
-328.956,1467.61,2544,0,0
-294.078,1632.89,2540,0,0
-279.015,1705.72,2540,0,0
-247.803,1756.63,2540,0,0
-206.184,1781.73,2558,0,0
-120.672,1884.06,2572,0,0
-5.3307,1697.49,2596,0,0
