1,1.82812,2803.25,1
2,3.84375,2784.75,1
3,5.90625,2783.5,1
4,7.95312,2782.25,1
5,9.96875,2812.75,1
6,11.9688,0,1
7,14,0,1
8,16.0781,2835.75,1
9,18.0156,2886.75,1
10,20.0312,2942.5,1
11,22.0781,2969.25,1
12,24.1094,2999.25,1
13,26.2031,0,1
14,28.1562,3122.75,1
15,30.1719,3148,1
16,32.1875,3182.25,1
17,34.3281,0,1
18,36.375,0,1
19,38.4062,0,1
20,40.4375,0,1
21,42.4688,0,1
22,44.5,0,1
23,46.5312,0,1
24,48.5781,0,1
25,50.6094,0,1
26,52.6406,0,1
27,54.6719,0,1
28,56.7656,2284.25,1
29,58.7969,2235.5,1
30,60.8281,2185.25,1
31,62.9062,2119.5,1
32,65,2076.5,1
33,67.0312,2028.5,1
34,69.0781,1995.25,1
35,71.1094,1966.75,1
36,73.1406,1940.5,1
37,75.2031,1906.25,1
38,77.2344,1884.75,1
39,79.2344,1873.25,1
40,81.2812,1852.75,1
41,85.4062,1788.25,1
42,87.2188,0,1
43,89.25,0,1
44,91.2812,0,1
45,93.3125,0,1
46,95.4688,1831,1
47,97.4844,1817.5,1
48,99.5156,1799.75,1
49,101.578,1809.25,1
50,103.609,1818.75,1
51,105.609,1836.25,1
52,107.641,1841.75,1
53,109.625,1855,1
54,111.641,1881.75,1
55,113.688,1896,1
56,115.688,1926.25,1
57,117.719,1949,1
58,119.703,1986.5,1
59,121.75,2016.25,1
60,123.75,2049.75,1
61,125.75,2090.5,1
62,127.797,2133.5,1
63,129.797,2191.5,1
64,131.797,2249.25,1
65,133.828,2268.25,1
66,135.859,2257.5,1
67,138.047,2254.75,1
68,140.094,2253.25,1
69,142.094,2272.25,1
70,144.109,2362.75,1
71,146.125,2475.25,1
72,148.156,2575.5,1
73,150.172,2731.5,1
74,152.172,2865,1
75,154.172,3088,1
76,156.203,3250.25,1
77,158.406,0,1
78,160.438,0,1
79,162.469,0,1
80,164.5,0,1
81,166.531,0,1
82,168.469,3285,1
83,170.609,0,1
84,172.641,0,1
85,174.672,0,1
86,176.703,0,1
87,178.734,0,1
88,180.781,0,1
89,182.75,3120,1
90,184.844,0,1
91,186.875,0,1
92,188.906,0,1
93,190.922,3151.5,1
94,192.984,0,1
95,195.016,0,1
96,197.047,0,1
97,199.078,0,1
98,201.109,0,1
99,203.141,0,1
100,205.188,0,1
101,207.219,0,1
102,209.25,0,1
103,211.281,0,1
104,213.312,0,1
105,215.344,0,1
106,217.391,0,1
107,219.422,0,1
108,221.453,0,1
109,223.547,3997.25,1
110,225.562,4210.5,1
111,227.625,3949.5,1
112,229.672,3795.25,1
113,231.75,3629.75,1
114,233.812,3510,1
115,235.844,3419.5,1
116,237.891,3293.25,1
117,239.922,3286.75,1
118,241.969,3320,1
119,244.016,3353,1
120,246.062,3288.25,1
121,248.094,3244,1
122,250.156,3179.75,1
123,252.234,3089.75,1
124,254,0,1
125,256.031,0,1
126,258.062,0,1
127,260.094,0,1
