998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1899,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1899,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1899,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1899,1502,1499,1504,998,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1899
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1899
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1899
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,998,1900,1900,1900,1899
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
998,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
997,1502,1499,1504,1900,1900,1900,1900,1502,1499,1504,997,1900,1900,1900,1900
