PID values => kp: 0.15 ki: 0.01 kd: 0.085
Print out format:
yc, zc, alt, CH1, CH3, is_manual?, roll, yaw, area, system time
-163.099,470.407,1213,1344,1395,0,3.36559,142.834,2.16887,9825
-181.108,469.958,1215,1468,1395,0,10.7572,142.711,2.16417,9925
-213.004,459.516,1188,1445,1395,0,10.7572,142.711,2.21015,10025
-271.532,433.577,1177,1414,1395,0,5.29369,145.591,2.21071,10125
-206.691,423.891,1182,1528,1395,0,6.0848,145.559,2.11375,10225
-184.048,398.659,1156,1528,1395,0,0.843688,144.451,2.13134,10325
-148.179,369.999,1126,1512,1500,0,0.398011,143.629,2.09386,10425
-97.0081,339.711,1083,1512,1500,0,0.398011,143.629,2.10856,10525
-40.6941,259.907,1006,1532,1500,0,-0.234393,142.273,2.11303,10625
-18.5934,220.552,974,1545,1500,0,-0.203576,144.537,2.11491,10725
8.66008,196.177,947,1528,1500,0,-0.354869,146.595,2.10771,10825
27.1478,168.153,926,1523,1500,0,0.290109,148.387,2.08145,10925
68.292,141.24,899,1523,1500,0,0.290109,148.387,2.05973,11025
87.6077,132.222,894,1549,1605,0,-0.960275,151.563,2.05143,11125
213.139,226.166,900,1533,1605,0,-0.72836,148.228,2.03613,12700
206.91,229.372,907,1642,1500,0,-1.66127,149.513,2.04295,12800
207.361,235.909,938,1530,1500,0,-8.86142,150.702,2.02772,12900
219.815,230.193,942,1536,1500,0,-3.59284,149.612,2.0358,13001
200.589,289.795,957,1548,1500,0,-3.07579,149.037,2.20685,13101
163.112,273.464,944,1518,1500,0,-1.86628,147.142,2.05441,13201
131.348,284.884,956,1497,1500,0,-1.86628,147.142,2.04742,13301
55.4425,319.318,967,1449,1500,0,-0.215034,144.396,2.07297,13401
15.8329,337.716,982,1449,1500,0,2.18693,143.357,2.09684,13502
-30.8512,364.478,987,1474,1500,0,2.39303,143.562,2.14558,13602
-81.3277,382.895,1022,1450,1500,0,2.39303,143.562,2.1528,13702
-117.719,396.273,1050,1450,1500,0,2.39303,143.562,2.13477,13802
-142.715,414.83,1074,1450,1500,0,2.39303,143.562,2.14653,13902
-201.091,464.377,1139,1425,1395,0,2.39303,143.562,2.20007,14002
-218.693,474.341,1178,1424,1395,0,6.60688,146.277,2.18422,14102
75.0676,280.058,1030,1456,1395,0,1.54981,147.87,2.07326,15431
92.7752,261.584,1019,1750,1500,0,1.54981,147.87,2.04536,15531
117.369,250.841,1006,1533,1500,0,-6.84556,149.813,2.04387,15631
161.335,232.382,1004,1543,1500,0,-6.84556,149.813,2.00791,15731
205.349,240.913,984,1573,1500,0,-3.66518,153.194,2.17449,15831
201.428,225.765,970,1532,1500,0,-4.03545,154.166,2.11479,15931
211.256,211.923,948,1532,1500,0,-1.24743,154.366,2.11128,16031
209.817,208.876,911,1535,1500,0,-1.27564,153.995,2.12383,16132
209.056,205.203,878,1536,1500,0,-1.5712,152.336,2.1119,16232
210.884,168.675,860,1536,1500,0,-1.08192,151.505,2.01661,16332
210.635,166.744,853,1537,1500,0,-0.963134,151.293,2.02115,16432
200.107,174.706,857,1537,1500,0,-0.739613,151.561,2.02872,16532
190.92,178.015,855,1527,1500,0,-0.71784,152.159,2.03055,16632
184.362,188.296,869,1528,1500,0,-0.7484,151.881,2.04476,16732
176.039,201.5,873,1529,1500,0,-0.837806,151.259,2.02818,16832
160.475,229.804,917,1517,1500,0,-0.770067,151.074,2.03747,16932
152.228,244.561,929,1518,1500,0,-0.7786,150.566,2.03344,17033
142.797,261.348,944,1523,1500,0,-0.817316,150.152,2.03517,17133
133.883,277.427,966,1520,1500,0,-1.0159,150.204,2.04134,17233
113.377,300.598,1024,1520,1500,0,-1.13938,150.2,2.04755,17333
100.568,307.499,1037,1511,1500,0,-1.95741,150.064,2.03481,17433
91.5399,318.996,1057,1513,1500,0,-1.50702,149.043,2.05604,17533
81.1942,328.425,1061,1514,1500,0,-1.48261,148.629,2.05905,17633
50.874,345.35,1063,1489,1500,0,-1.27221,148.603,2.09154,17733
27.7171,345.037,1065,1492,1500,0,-0.840936,150.208,2.08467,17833
7.90964,353.147,1049,1492,1500,0,-0.98734,150.651,2.11501,17933
-14.4321,353.112,1030,1486,1500,0,-0.975533,152.504,2.10506,18033
-60.4536,350.238,1011,1486,1500,0,-0.975533,152.504,2.11854,18133
-91.749,342.72,1010,1467,1500,0,0.442909,151.717,2.12987,18233
-124.88,336.38,1001,1460,1500,0,0.442909,151.717,2.13641,18333
-160.479,374.15,1046,1460,1500,0,1.1631,155.536,2.10707,20980
-137.561,374.295,1047,1506,1500,0,1.05607,154.73,2.0959,21080
-112.712,373.021,1045,1506,1500,0,-0.647422,152.517,2.07987,21180
-84.805,376.853,1053,1518,1500,0,-1.15071,150.702,2.06557,21280
-51.4653,377.071,1057,1518,1500,0,-1.29137,150.056,2.04912,21380
-21.7906,377.03,1045,1527,1500,0,-1.49971,148.748,2.06445,21480
19.5475,370.751,1027,1545,1500,0,-1.51577,148.304,2.07053,21581
30.3749,357.077,1011,1545,1500,0,-1.98331,148.922,2.05481,21681
43.1146,352.509,1014,1524,1500,0,-0.564949,149.754,2.05368,21781
61.4067,342.966,1012,1524,1500,0,0.703851,150.455,2.0443,21881
57.517,344.337,1029,1532,1500,0,0.756383,150.443,2.05639,21981
65.2635,350.902,1055,1523,1500,0,0.189883,150.036,2.05195,22081
79.5294,354.173,1105,1523,1500,0,0.268564,149.695,2.0703,22181
87.7197,347.232,1100,1527,1500,0,0.268564,149.695,2.07104,22281
94.038,342.029,1094,1527,1500,0,0.268564,149.695,2.06135,22381
101.92,326.103,1084,1529,1500,0,-1.09557,151.737,2.05441,22481
117.145,307.788,1065,1538,1500,0,-1.50327,151.219,2.06431,22581
118.091,292.154,1051,1538,1500,0,-2.05412,150.779,2.06799,22681
118.366,272.179,1039,1526,1500,0,-0.815571,147.943,2.05885,22781
115.206,254.783,1026,1522,1500,0,-0.578199,147.461,2.07407,22881
98.3023,234.315,996,1522,1500,0,-0.578199,147.461,2.10498,22981
84.2415,218.467,982,1522,1500,0,-0.578199,147.461,2.10262,23081
76.3458,214.657,968,1509,1500,0,0.454875,147.022,2.11478,23182
67.5059,195.945,958,1513,1500,0,0.291719,149.071,2.10664,23282
-68.7978,185.993,936,1511,1500,0,0.522964,158.791,2.08814,24633
-71.0909,185.03,937,1511,1500,0,0.522964,158.791,2.07117,24733
-68.8199,191.01,937,1495,1500,0,6.29344,153.241,2.07876,24833
-77.7013,183.613,921,1489,1500,0,1.62829,152.1,2.0825,24933
-84.1219,180.831,932,1490,1500,0,1.62829,152.1,2.09341,25034
-66.2939,177.138,924,1490,1500,0,-0.197864,151.797,2.08544,25134
-44.6782,149.395,895,1519,1605,0,-0.639286,152.409,2.07018,25234
-35.8812,129.639,880,1510,1605,0,-1.04645,152.163,2.06247,25334
-25.0994,122.391,822,1513,1605,0,-1.14088,151.874,2.08576,25434
-17.8466,88.0538,763,1511,1605,0,-0.81457,151.926,2.03789,25534
-12.2775,66.2975,687,1511,1605,0,-0.687183,151.891,2.04227,25635
-13.6294,59.6689,668,1504,1605,0,0.0661355,150.959,2.03432,25735
-15.2356,54.4467,663,1504,1605,0,0.359446,150.042,2.04049,25835
-22.6085,58.8273,672,1498,1605,0,0.600602,149.813,2.04902,25935
-30.2945,76.8483,693,1498,1605,0,0.600602,149.813,2.04848,26035
-33.6007,99.6199,717,1496,1605,0,0.600602,149.813,2.04938,26135
-34.8181,129.854,752,1496,1605,0,0.600602,149.813,2.05864,26236
-32.0523,197.191,825,1501,1605,0,0.600602,149.813,2.05154,26336
-23.9687,236.229,879,1505,1500,0,0.788541,150.79,2.05375,26436
-13.9979,268.504,920,1514,1500,0,0.875059,151.612,2.05804,26536
-3.07249,312.398,980,1514,1500,0,1.28855,152.765,2.06281,26636
4.97797,335.703,987,1515,1500,0,1.13558,152.842,2.06842,26736
6.37701,344.972,1002,1510,1500,0,0.576791,152.861,2.06301,26836
16.3786,354.147,1019,1510,1500,0,0.576791,152.861,2.05659,26936
20.2167,356.629,1018,1514,1500,0,0.598949,154.842,2.0448,27037
34.307,360.883,1012,1514,1500,0,0.190594,154.363,2.04084,27137
45.8998,360.919,1020,1525,1500,0,-0.0992365,154.137,2.04886,27237
51.7968,351.445,1012,1520,1500,0,-1.22611,154.282,2.02291,27337
