PID values => kp: 0.15 ki: 0.01 kd: 0.085
Print out format:
yc, zc, alt, CH1, CH3, is_manual?, roll, yaw, area, system time
-8.66516,177.251,941,1513,1500,0,-1.91942,152.875,2.11983,37823
8.69683,177.094,948,1513,1500,0,-1.91942,152.875,2.10912,37923
45.8771,208.527,976,1533,1500,0,-1.91942,152.875,2.14922,38023
57.0683,218.387,987,1512,1500,0,-1.1231,150.975,2.14828,38123
67.1098,232.806,1004,1512,1500,0,-1.00946,151.129,2.15074,38223
76.2668,240.992,1012,1512,1500,0,-1.00946,151.129,2.13877,38323
85.0336,259.97,1032,1514,1500,0,-0.200219,153.169,2.11705,38423
89.8125,265.705,1033,1512,1500,0,0.30163,153.47,2.12706,38523
91.4663,265.457,1033,1510,1500,0,0.745418,153.643,2.11786,38623
96.0324,267.288,1031,1510,1500,0,0.688625,153.876,2.12583,38724
107.551,260.153,1022,1521,1500,0,0.688625,153.876,2.11909,38824
111.891,249.953,1019,1515,1500,0,-0.765389,154.915,2.09849,38924
126.509,241.973,1012,1526,1500,0,-0.170899,155.234,2.10129,39024
134.597,237.793,1005,1522,1500,0,0.00549606,155.473,2.10237,39124
143.19,226.658,993,1524,1500,0,-0.443499,155.231,2.08477,39224
150.742,224.1,988,1525,1500,0,-0.93011,154.426,2.09237,39324
159.199,215.649,983,1525,1500,0,-1.20263,153.189,2.0817,39424
172.474,217.951,965,1533,1500,0,-1.01802,152.927,2.13312,39524
178.574,215.413,937,1528,1500,0,-0.878626,150.941,2.15106,39624
179.028,216.644,928,1528,1500,0,0.0139909,149.962,2.15407,39724
182.524,216.802,926,1527,1500,0,0.203917,149.788,2.16274,39825
182.719,220.405,931,1524,1500,0,-0.0942709,149.878,2.19038,39925
179.003,227.308,929,1520,1500,0,0.22232,150.82,2.17359,40025
180.291,225.409,942,1521,1500,0,0.22232,150.82,2.17685,40126
179.644,223.718,953,1523,1500,0,-0.604003,150.585,2.16814,40226
183.12,219.323,973,1523,1500,0,-0.604003,150.585,2.16231,40326
182.188,202.473,972,1528,1500,0,-0.010818,150.431,2.1248,40426
177.179,194.686,969,1520,1500,0,-0.010818,150.431,2.1218,40526
174.751,190.377,966,1520,1500,0,-0.450772,151.389,2.11939,40626
172.953,185.458,964,1522,1500,0,-0.562613,151.313,2.11822,40726
171.871,186.753,965,1523,1500,0,-0.23059,151.096,2.12395,40826
162.675,181.884,960,1523,1500,0,-0.0429555,151.009,2.13337,40926
158.463,179.19,956,1523,1500,0,-0.0429555,151.009,2.14206,41026
144.67,172.091,947,1509,1500,0,0.241494,150.825,2.14435,41126
138.623,170.513,946,1509,1500,0,-0.588762,149.794,2.14388,41226
135.949,176.178,947,1517,1500,0,-0.588762,149.794,2.17104,41326
128.891,174.543,947,1512,1500,0,-0.649274,149.977,2.17126,41426
104.994,179.103,956,1512,1500,0,-0.719824,150.692,2.17024,41526
93.0277,189.929,963,1495,1500,0,-0.719824,150.692,2.17404,41626
76.7892,199.89,970,1503,1500,0,0.445097,153.181,2.17722,41726
63.5263,213.395,981,1498,1500,0,0.445097,153.181,2.17988,41826
29.3588,247.277,1003,1475,1500,0,0.0312292,153.61,2.21502,41926
