PID values => kp: 0.15 ki: 0.01 kd: 0.085
Print out format:
yc, zc, alt, CH1, CH3, is_manual?, roll, yaw, area, system time
302.224,191.369,973,1565,1500,0,-2.78133,147.566,2.16034,5204
259.915,194.36,978,1507,1500,0,-2.43935,148.794,2.12396,5304
220.522,196.597,974,1507,1500,0,-1.05736,148.83,2.09801,5404
180.652,189.776,964,1507,1500,0,-1.05736,148.83,2.10414,5505
100.962,192.786,955,1498,1500,0,-1.05736,148.83,2.09987,5605
70.8211,198.064,955,1490,1500,0,0.193089,148.253,2.11337,5706
36.4329,194.119,951,1490,1500,0,-0.0863084,148.025,2.11261,5806
8.69405,193.477,951,1483,1500,0,-0.480316,148.154,2.11384,5906
-43.3273,195.591,950,1483,1500,0,-0.480316,148.154,2.13221,6006
-65.0526,198.658,951,1483,1500,0,-0.480316,148.154,2.12794,6106
-112.327,210.681,958,1448,1500,0,2.71928,148.159,2.15437,6206
-131.473,209.893,961,1448,1500,0,2.80945,147.91,2.1501,6306
-149.912,215.035,966,1466,1500,0,2.70742,147.43,2.15794,6407
-159.007,213.104,972,1466,1500,0,1.39185,146.511,2.14482,6507
-162.255,223.309,978,1473,1500,0,0.63888,145.406,2.15172,6607
-161.409,227.332,982,1477,1500,0,0.360201,144.392,2.1583,6707
-163.433,234.764,981,1478,1500,0,-0.0202186,143.581,2.17748,6807
-156.352,229.599,982,1477,1500,0,-0.372455,143.125,2.16693,6907
-150.315,227.979,981,1486,1500,0,-1.18326,141.568,2.18467,7007
-149.179,227.482,977,1486,1500,0,-1.12085,141.467,2.19649,7107
-149.481,223.947,973,1482,1500,0,-1.03309,141.64,2.20106,7207
-152.261,219.554,967,1478,1500,0,-0.99106,142.529,2.20327,7308
-160.267,210.432,962,1478,1500,0,-0.811394,143.413,2.19514,7408
-167.876,208.911,960,1471,1500,0,-0.811394,143.413,2.19424,7508
-176.246,206.094,957,1471,1500,0,-0.259218,146.661,2.1923,7608
-185.292,206.71,955,1469,1500,0,-0.417612,147.196,2.1962,7709
-199.275,197.331,948,1467,1500,0,-0.636679,148.563,2.17898,7809
-210.739,197.947,946,1461,1500,0,-0.636679,148.563,2.18208,7909
-219.701,197.644,943,1461,1500,0,-0.636679,148.563,2.18688,8009
-235.47,193.423,941,1461,1500,0,1.1523,148.256,2.18914,8109
-260.05,185.884,939,1441,1500,0,1.90159,148.67,2.19041,8209
-271.354,184.759,939,1441,1500,0,3.16972,148.756,2.18578,8309
-271.179,168.527,936,1441,1500,0,3.19061,149.034,2.14938,8410
-279.507,162.769,935,1451,1500,0,1.33405,150.387,2.15516,8510
-285.148,166.714,936,1451,1500,0,1.29535,150.519,2.15248,8610
-286.05,175.393,932,1452,1500,0,0.52957,149.889,2.17083,8710
-279.499,181.574,936,1463,1500,0,0.795131,149.233,2.17226,8810
-274.281,190.281,942,1463,1500,0,0.795131,149.233,2.17706,8910
-271.254,194.296,946,1463,1500,0,0.795131,149.233,2.16887,9010
-269.577,196.579,947,1461,1500,0,0.118446,146.133,2.16515,9110
-269.579,199.599,949,1461,1500,0,0.118446,146.133,2.17653,9210
-277.496,203.455,953,1458,1500,0,0.118446,146.133,2.19975,9310
-282.425,200.48,949,1451,1500,0,1.6593,143.549,2.2099,9410
-279.855,191.002,942,1451,1500,0,1.6593,143.549,2.2003,9510
-278.84,175.254,932,1451,1500,0,2.76511,143.761,2.20031,9610
-274.595,147.867,906,1451,1500,0,2.76511,143.761,2.18158,9710
-268.877,143.043,900,1461,1605,0,2.76511,143.761,2.17593,9810
-248.003,141.323,894,1461,1605,0,1.20242,142.694,2.17332,9910
-236.65,148.244,899,1477,1605,0,1.20242,142.694,2.18069,10010
-227.33,162.671,904,1470,1500,0,-0.552966,139.496,2.20739,10110
-209.337,161.108,907,1470,1500,0,-0.784046,137.921,2.19707,10210
-198.704,171.552,913,1475,1500,0,-0.763058,137.548,2.21858,10310
-188.772,182.551,919,1476,1500,0,-0.763058,137.548,2.23342,10410
-168.09,203.94,918,1475,1500,0,-0.106314,136.207,2.25735,10510
-165.878,206.645,917,1475,1500,0,0.141793,136.24,2.23379,10610
-159.023,225.046,916,1472,1500,0,0.141793,136.24,2.22762,10710
-156.471,235.03,919,1474,1500,0,0.141793,136.24,2.2118,10810
-153.456,244.477,926,1473,1500,0,0.252587,145.968,2.1806,10910
-152.717,249.275,933,1472,1500,0,0.369676,148.583,2.15896,11010
-161.008,261.484,947,1463,1500,0,1.18695,150.266,2.12882,11110
-167.581,265.456,960,1463,1500,0,2.24604,151.741,2.11897,11210
-180.153,266.417,961,1463,1500,0,2.77997,153.694,2.11755,11311
-186.23,267.885,974,1456,1500,0,3.25394,153.998,2.11071,11411
-187.009,266.488,1019,1465,1500,0,2.6191,153.412,2.11126,11511
-181.672,265.677,1022,1465,1500,0,1.74013,152.568,2.12861,11611
-167.92,264.27,1020,1480,1500,0,1.65649,152.3,2.12767,11711
-153.01,257.587,1012,1480,1500,0,0.408576,152.67,2.12526,11811
-120.246,230.817,982,1503,1500,0,-0.0197732,153.264,2.15058,11911
-103.21,208.947,957,1503,1500,0,0.407221,154.292,2.16107,12011
-85.3794,193.613,946,1492,1500,0,0.56293,155.852,2.16534,12112
-71.1298,181.099,940,1494,1500,0,0.643508,157.531,2.14469,12212
-31.3586,187.53,942,1494,1500,0,0.0390355,158.256,2.10757,12312
-11.9141,199.337,957,1507,1500,0,-0.540707,157.401,2.09064,12412
9.29584,212.529,971,1507,1500,0,-0.404572,156.465,2.07563,12512
26.3635,226.176,983,1511,1500,0,0.0334482,153.965,2.06931,12612
56.425,244.096,945,1511,1500,0,-0.602652,153.567,2.04926,12712
71.2749,248.794,939,1516,1500,0,-1.05985,153.742,2.04085,12812
85.6523,249.399,932,1518,1500,0,-1.30151,154.009,2.03355,12912
98.0576,278.54,934,1518,1500,0,-0.421793,154.006,2.12045,13012
106.23,249.32,915,1516,1500,0,-0.430001,154.796,2.02898,13112
114.112,250.489,922,1516,1500,0,-0.294569,155.072,2.03284,13212
119.143,244.117,912,1515,1500,0,0.0588614,156.86,2.03569,13312
129.13,230.185,903,1516,1500,0,0.323266,157.579,2.03078,13412
135.387,217.289,884,1519,1500,0,1.13376,157.205,2.03175,13512
141.627,206.183,875,1519,1500,0,1.35444,157.238,2.04915,13612
148.871,193.665,864,1522,1500,0,1.7978,158.5,2.02313,13712
176.621,186.199,862,1544,1500,0,1.77483,158.734,2.03298,13812
199.978,188.777,864,1544,1500,0,-1.32941,161.724,2.04175,13912
216.283,178.61,878,1541,1500,0,-2.24116,162.585,2.00868,14012
246.428,159.912,902,1541,1500,0,-2.75701,163.032,1.97503,14112
313.126,184.152,950,1599,1500,0,-3.11891,162.742,2.02291,14212
340.407,195.412,968,1599,1500,0,-5.92339,161.894,2.04528,14312
368.491,194.363,938,1570,1500,0,-7.38681,159.553,2.02945,14412
397.854,186.781,913,1575,1500,0,-6.11287,158.8,2.08233,14512
394.247,206.154,933,1581,1500,0,-5.71103,158.499,2.086,14612
379.119,217.175,970,1541,1500,0,-5.54988,158.483,2.09881,14712
358.421,226.674,991,1541,1500,0,-2.5875,158.629,2.08374,14812
331.086,229.836,998,1524,1500,0,-2.55076,158.768,2.08767,14912
250.485,265.116,1042,1524,1500,0,-0.476667,158.929,2.08156,15012
208.209,275.954,1046,1493,1500,0,-0.47201,158.912,2.08656,15112
132.023,288.785,1048,1493,1500,0,-0.540013,158.7,2.08973,15212
92.2959,290.222,1046,1493,1500,0,-0.540013,158.7,2.08863,15312
51.694,311.444,959,1478,1500,0,1.23244,157.489,2.15086,15412
6.83231,285.414,919,1472,1500,0,1.23244,157.489,2.08841,15512
-75.7689,283.674,906,1472,1500,0,1.23244,157.489,2.10616,15612
-117.822,285.521,912,1417,1500,0,4.98799,149.652,2.11399,15712
-169.329,287.624,898,1429,1500,0,5.05411,148.992,2.13744,15812
-227.806,287.111,940,1429,1500,0,5.44422,150.061,2.14746,15912
-290.783,323.33,993,1401,1500,0,5.44422,150.061,2.18365,16012
-314.791,365.718,1021,1400,1500,0,8.78651,154.355,2.26415,16112
-321.645,362.138,1027,1400,1500,0,8.78651,154.355,2.22191,16212
-338.562,380.5,1040,1443,1500,0,5.29834,154.794,2.23486,16312
-322.884,412.829,1059,1461,1395,0,4.66035,153.442,2.17295,16412
-286.225,427.485,1093,1461,1395,0,3.286,152.912,2.19613,16512
-263.221,438.068,1128,1476,1395,0,3.286,152.912,2.13905,16612
-218.866,450.14,1150,1500,1395,0,0.15173,149.35,2.15221,16712
-167.388,451.074,1186,1500,1395,0,0.0361342,149.677,2.12466,16812
-145.006,461.504,1197,1500,1395,0,0.0361342,149.677,2.14464,16912
-112.311,456.481,1206,1492,1395,0,0.107325,151.857,2.14413,17012
-94.2374,451.953,1202,1492,1395,0,0.148434,151.997,2.15552,17112
-84.3037,445.64,1196,1492,1395,0,0.148434,151.997,2.16145,17212
-73.3348,435.829,1187,1493,1395,0,0.330527,152.083,2.16977,17312
-60.1664,422.572,1170,1493,1395,0,0.330527,152.083,2.18293,17412
-49.4393,405.838,1160,1497,1395,0,-0.77315,151.08,2.17134,17512
-15.7586,384.396,1135,1496,1395,0,-0.861047,150.764,2.18968,17612
-1.61404,370.781,1125,1506,1500,0,-0.861047,150.764,2.18798,17712
9.98094,354.019,1111,1506,1500,0,0.112592,151.786,2.16881,17813
27.8029,338.319,1100,1514,1500,0,0.484392,151.945,2.13406,17913
45.6577,343.624,1099,1517,1500,0,-0.896276,151.497,2.13751,18013
53.5654,337.348,1103,1517,1500,0,-1.08739,150.739,2.11055,18113
65.7021,336.418,1104,1515,1500,0,-1.27806,150.154,2.0946,18213
89.2804,342.868,1098,1528,1500,0,-1.25363,150.453,2.13163,18313
88.019,325.72,1090,1528,1500,0,-0.47804,150.562,2.10456,18413
89.7011,334.001,1065,1507,1500,0,-0.301052,150.275,2.13811,18514
85.2305,320.889,1028,1504,1500,0,-1.12071,149.836,2.15549,18615
83.3746,267.73,960,1504,1500,0,-0.782808,150.103,2.08904,18715
78.3072,251.711,939,1503,1500,0,-1.15316,150.859,2.08441,18815
63.8957,223.046,901,1503,1500,0,-1.11298,151.13,2.0597,18915
55.2652,209.219,881,1493,1500,0,-1.2535,151.038,2.04547,19015
47.2638,203.842,856,1493,1500,0,-1.2535,151.038,2.06107,19115
30.6947,188.294,839,1496,1500,0,-0.891602,150.157,2.05662,19215
16.5311,182.859,828,1486,1500,0,-0.271465,151.396,2.07088,19315
0.594382,174.924,803,1482,1500,0,-0.547885,152.69,2.07535,19415
-36.8623,155.367,777,1458,1500,0,0.280692,153.533,2.07444,19515
-56.4691,150.573,770,1458,1500,0,0.618739,153.549,2.07464,19615
-97.1349,147.714,764,1470,1500,0,1.42439,153.149,2.09157,19715
-115.222,152.405,762,1446,1605,0,-0.0314623,153.155,2.09613,19815
-129.508,159.845,782,1446,1605,0,-0.0314623,153.155,2.09611,19915
-147.43,166.922,779,1464,1500,0,1.0217,150.377,2.10099,20015
-185.902,176.252,823,1434,1500,0,2.13055,150.122,2.11455,20115
-199.278,186.912,871,1434,1500,0,3.77287,149.721,2.13962,20215
-219.358,203.673,900,1445,1500,0,4.02205,149.506,2.22016,20315
-234.531,187.572,906,1444,1500,0,3.67653,149.703,2.20054,20415
-263.114,167.691,898,1430,1500,0,4.45928,149.125,2.21661,20515
-265.734,137.812,879,1452,1605,0,4.71081,148.278,2.19217,20615
-278,98.7724,840,1451,1605,0,3.20066,146.742,2.21878,20715
-277.976,83.7608,815,1441,1605,0,2.61005,145.807,2.22189,20815
-277.245,68.8644,796,1451,1605,0,2.64956,144.832,2.21747,20915
-268.773,47.6901,778,1460,1605,0,2.37276,145.077,2.21243,21015
-263.771,40.1932,772,1459,1605,0,2.22514,146.215,2.21267,21115
-253.863,33.0583,767,1457,1605,0,1.54107,146.494,2.18607,21215
-234.542,24.2307,774,1462,1605,0,1.47466,146.635,2.12866,21315
-226.021,37.2333,779,1465,1605,0,1.47466,146.635,2.13584,21415
-216.851,37.5603,784,1465,1605,0,1.70265,149.626,2.13226,21515
-198.982,45.0547,791,1477,1605,0,1.38781,151.892,2.10966,21615
-191.378,53.6246,795,1469,1605,0,1.71624,154.193,2.10871,21716
-186.706,63.2326,801,1469,1605,0,1.71624,154.193,2.11254,21816
-178.912,66.0072,806,1470,1605,0,1.98839,155.286,2.09374,21916
-169.2,74.0033,813,1470,1605,0,1.98839,155.286,2.10715,22016
-148.058,83.2525,821,1486,1605,0,1.98839,155.286,2.08697,22116
-140.146,95.1354,758,1486,1605,0,-0.585007,154.366,2.10563,22216
-135.76,75.8665,744,1473,1605,0,-0.441486,154.812,2.04909,22316
-119.511,100.421,731,1473,1605,0,-0.552333,155.939,2.04584,22416
-115.238,114.879,740,1476,1605,0,0.376589,157.526,2.04511,22516
-116.166,133.603,759,1471,1605,0,0.486327,157.72,2.04589,22616
-115.264,158.881,778,1471,1605,0,-0.131861,156.75,2.05599,22716
-120.418,209.673,829,1467,1500,0,0.263567,155.434,2.06531,22816
-126.301,240.477,871,1467,1500,0,1.32748,154.951,2.06515,22916
-134.23,268.467,894,1462,1500,0,0.842939,154.693,2.07538,23016
-147.228,302.709,945,1456,1500,0,1.68061,153.9,2.08027,23116
-168.756,371.485,1019,1445,1500,0,1.68061,153.9,2.08592,23216
-178.257,401.744,1045,1445,1500,0,4.21402,153.156,2.08331,23316
-204.033,445.775,1104,1454,1395,0,3.68915,152.664,2.10015,23416
-203.718,461.837,1137,1436,1395,0,3.6011,152.186,2.08758,23516
-193.486,470.288,1136,1458,1395,0,3.00472,151.723,2.08075,23616
-188.646,469.349,1127,1464,1395,0,2.57239,151.749,2.09318,23716
-172.961,468.349,1149,1464,1395,0,2.57239,151.749,2.06601,23816
-145.562,463.524,1139,1489,1395,0,0.753659,152.162,2.0762,23916
-92.3329,452.731,1141,1489,1395,0,-0.202042,152.484,2.08556,24016
-68.6887,445.118,1151,1497,1395,0,-0.666424,152.999,2.07621,24116
-17.3605,431.188,1135,1497,1395,0,-1.07717,153.166,2.08044,24216
3.70432,429.341,1135,1506,1395,0,-0.803231,153.028,2.08393,24316
21.6465,425.619,1134,1506,1395,0,-0.803231,153.028,2.08796,24416
31.6018,422.687,1127,1506,1395,0,-0.545314,153.027,2.08476,24516
50.2172,417.315,1129,1511,1395,0,-1.87338,153.118,2.0848,24617
65.53,437.453,1138,1511,1395,0,-1.7351,152.887,2.13732,24717
68.9788,427.105,1157,1501,1395,0,-1.60363,153.061,2.1308,24817
69.9373,411.184,1171,1501,1395,0,-2.11815,153.053,2.10228,24917
59.3354,400.55,1162,1488,1395,0,-2.05566,152.612,2.09636,25017
53.7903,400.452,1158,1488,1395,0,-1.84734,151.769,2.11894,25117
39.5142,387.622,1147,1482,1500,0,-1.84734,151.769,2.11415,25217
27.2745,382.459,1139,1482,1500,0,-0.395265,150.337,2.13328,25317
-17.166,369.166,1116,1447,1500,0,-0.395265,150.337,2.16975,25417
-38.5038,363.399,1106,1447,1500,0,2.72119,150.663,2.18052,25517
-71.008,350.35,1090,1449,1500,0,2.75224,151.481,2.18931,25617
-107.155,338.587,1085,1449,1500,0,3.08413,152.001,2.17802,25717
-149.452,325.851,1075,1429,1500,0,3.80912,151.791,2.1705,25817
-168.815,319.977,1069,1446,1500,0,3.75432,150.994,2.17022,25917
-185.639,312.68,1069,1445,1500,0,3.62383,151.136,2.17179,26017
-196.304,305.148,1059,1448,1500,0,2.29758,152.352,2.16241,26117
-199.502,302.427,1061,1448,1500,0,2.53713,153.69,2.15861,26217
-193.71,302.09,1055,1462,1500,0,2.66149,154.974,2.14865,26317
-193.583,301.665,1051,1462,1500,0,1.48838,155.079,2.15777,26417
-191.651,292.6,1050,1457,1500,0,1.0364,154.724,2.14548,26517
-175.918,282.276,1038,1459,1500,0,0.651185,152.494,2.14611,26617
-171.341,274.598,1030,1459,1500,0,0.303927,151.936,2.15482,26717
-168.303,271.41,1021,1463,1500,0,-0.552973,151.793,2.17454,26817
-160.249,256.388,1004,1463,1500,0,-0.552973,151.793,2.18027,26917
-166.034,249.53,999,1455,1500,0,0.358995,153.217,2.18921,27017
-170.996,247.647,996,1455,1500,0,1.58037,154.018,2.18781,27117
-178.37,238.465,994,1452,1500,0,2.7338,155.446,2.17257,27217
-195.789,242.98,998,1452,1500,0,3.55308,155.568,2.18552,27317
-199.951,242.051,997,1452,1500,0,3.55308,155.568,2.18435,27417
-202.071,241.349,1004,1452,1500,0,3.55308,155.568,2.17666,27517
-189.111,244.442,1010,1467,1500,0,3.55308,155.568,2.16738,27617
-144.988,254.183,1017,1467,1500,0,1.77117,156.678,2.12976,27717
-118.851,262.659,1026,1500,1500,0,1.77117,156.678,2.12458,27818
-62.2396,275.349,1034,1500,1500,0,1.77117,156.678,2.11844,27918
-30.7597,280.918,1037,1523,1500,0,0.441275,154.446,2.11201,28018
-4.5471,280.827,1043,1505,1500,0,0.441275,154.446,2.1046,28118
26.6875,287.059,1046,1505,1500,0,0.00736799,149.352,2.09955,28218
59.2751,292.582,1050,1505,1500,0,-0.211082,148.986,2.11421,28318
82.3245,288.055,1048,1520,1500,0,-0.952106,147.457,2.11,28418
138.406,276.961,1041,1520,1500,0,-0.952106,147.457,2.11544,28518
165.937,272.067,1036,1532,1500,0,-2.52333,146.661,2.13623,28618
213.82,270.646,997,1532,1500,0,-1.56953,146.713,2.16817,28718
208.201,232.046,997,1532,1500,0,-1.56953,146.713,2.03652,28818
227.546,248.82,985,1511,1500,0,-1.68698,148.766,2.06351,28918
242.183,248.816,993,1534,1500,0,-1.4707,151.821,2.05783,29018
263.76,243.076,978,1543,1500,0,-1.08734,152.427,2.01813,29118
271.255,246.097,986,1543,1500,0,-1.5277,153.435,2.01961,29218
280.781,249.096,990,1536,1500,0,-1.29445,153.73,2.00438,29318
287.851,239.082,993,1536,1500,0,-0.658617,154.171,1.97664,29418
312.382,269.961,1034,1554,1500,0,-1.28983,154.828,2.05384,29518
314.974,266.246,1028,1554,1500,0,-2.23933,154.854,2.04517,29618
324.648,258.604,1030,1544,1500,0,-2.11352,154.629,2.04321,29718
331.677,258.78,1033,1543,1500,0,-1.44046,154.449,2.07076,29819
324.092,258.99,1029,1530,1500,0,-1.70719,154.29,2.07892,29919
317.51,253.841,1030,1530,1500,0,-0.928749,154.075,2.07297,30019
307.038,258.773,1034,1525,1500,0,-0.656699,154.187,2.07521,30119
291.516,256.833,1034,1526,1500,0,-0.523332,155.099,2.06774,30220
266.2,263.011,1038,1507,1500,0,-0.2821,156.063,2.0788,30320
250.129,267.156,1039,1508,1500,0,0.211024,156.604,2.07598,30420
231.185,264.772,1040,1508,1500,0,0.52546,156.851,2.06664,30520
196.099,272.395,1039,1508,1500,0,0.958181,156.413,2.06184,30620
183.785,273.701,1037,1507,1500,0,1.2717,156.114,2.07274,30720
169.528,277.428,1036,1507,1500,0,1.19199,156.01,2.07637,30820
154.447,278.376,1034,1507,1500,0,1.19199,156.01,2.07057,30920
136.613,281.095,1012,1501,1500,0,1.0285,154.527,2.08748,31020
135.636,271.485,943,1496,1500,0,0.56217,154.172,2.05531,31120
130.519,272.028,948,1506,1500,0,-0.194109,153.166,2.05808,31220
131.54,272.365,950,1506,1500,0,-0.498448,152.2,2.0562,31320
127.49,270.956,940,1506,1500,0,-0.57593,151.513,2.0735,31420
122.646,267.698,944,1507,1500,0,-0.717586,149.88,2.08312,31520
123.471,303.862,962,1510,1500,0,-1.93856,149.04,2.19669,31620
119.463,305.148,959,1506,1500,0,-2.55451,148.855,2.18477,31720
112.899,273.325,952,1506,1500,0,-1.9764,148.048,2.09705,31820
100.044,273.999,955,1495,1500,0,-0.511295,146.841,2.10531,31920
86.3082,272,939,1496,1500,0,-0.0289675,146.631,2.10446,32020
64.7576,277.44,937,1483,1500,0,-0.0289675,146.631,2.11852,32120
-70.6492,320.495,1007,1483,1500,0,2.36511,155.294,2.11485,32220
-88.7899,320.611,982,1366,1500,0,4.14113,155.491,2.10308,32320
-108.127,321.695,988,1463,1500,0,10.414,155.343,2.09729,32420
-157.105,314.605,962,1426,1500,0,3.96126,155.809,2.12717,32520
-163.96,319.377,1025,1426,1500,0,6.98118,154.362,2.07616,32620
-138.357,314.071,956,1492,1500,0,5.2179,153.089,2.08482,32720
-134.93,307.06,962,1474,1500,0,2.2598,152.009,2.071,32820
-61.4539,292.332,959,1544,1500,0,0.268209,151.162,2.05328,32920
-16.4636,285.429,946,1544,1500,0,0.268209,151.162,2.0548,33020
28.8502,271.648,957,1534,1500,0,0.268209,151.162,2.03678,33120
64.8825,260.542,958,1531,1500,0,-3.21301,151.316,2.02442,33220
93.9071,258.442,968,1531,1500,0,-2.50298,151.276,2.03554,33320
114.779,259.979,974,1526,1500,0,-2.50298,151.276,2.06092,33420
131.873,263.301,990,1525,1500,0,-0.965506,152.558,2.08842,33520
137.687,267.895,966,1517,1500,0,-0.45037,153.076,2.10039,33620
143.115,247.902,940,1518,1500,0,-0.411752,153.238,2.06222,33720
149.108,247.393,934,1518,1500,0,0.57329,155.11,2.07094,33820
151.767,239.148,923,1517,1500,0,0.497264,155.932,2.06054,33920
156.799,235.06,914,1520,1500,0,0.390026,156.889,2.06425,34020
167.466,219.629,899,1526,1500,0,0.233733,157.254,2.06085,34120
177.693,216.804,895,1528,1500,0,0.307094,156.687,2.05418,34220
186.999,219.173,898,1528,1500,0,0.458795,156.438,2.06361,34320
195.949,245.985,907,1530,1500,0,0.614313,155.5,2.13567,34420
195.822,225.087,929,1522,1500,0,0.186347,155.119,2.0163,34520
225.381,271.555,932,1552,1500,0,-0.985262,153.888,2.13309,34620
218.267,232.238,958,1552,1500,0,-1.97111,153.556,2.00603,34720
231.987,232.528,976,1540,1500,0,-1.24244,152.291,2.0007,34821
252.623,240.657,990,1540,1500,0,-1.24244,152.291,2.03582,34921
258.623,222.133,988,1538,1500,0,-2.26219,151.419,1.98576,35021
269.183,220.898,993,1538,1500,0,-2.68404,150.062,2.01478,35121
279.481,216.709,984,1545,1500,0,-3.1019,148.749,2.07263,35221
279.472,207.503,978,1537,1500,0,-2.74864,147.68,2.07138,35321
266.862,185.785,952,1524,1500,0,-1.73922,146.643,2.10755,35421
253.453,172.411,930,1522,1500,0,-1.81436,145.882,2.13211,35521
234.564,158.983,906,1515,1500,0,-1.81436,145.882,2.14652,35622
211.257,134.43,888,1508,1605,0,-1.3578,145.925,2.12245,35722
159.154,116.635,861,1508,1605,0,-1.3578,145.925,2.11326,35822
148.073,154.997,846,1509,1500,0,-0.916414,148.521,2.22622,35922
118.182,161.495,852,1489,1500,0,-1.4505,150.223,2.21911,36022
81.1579,168.217,849,1477,1500,0,-0.431139,152.686,2.19589,36122
49.1793,182.424,854,1477,1500,0,0.353923,153.795,2.18771,36222
5.25951,172.683,851,1460,1500,0,0.827672,155.819,2.11297,36322
-71.2907,199.885,876,1421,1500,0,2.3212,157.938,2.10716,36422
-102.786,215.245,879,1454,1500,0,5.89543,159.429,2.11965,36522
-141.014,218.585,880,1454,1500,0,4.20874,160.467,2.127,36622
-182.872,215.032,898,1433,1500,0,4.20874,160.467,2.12084,36722
-218.687,256.833,921,1432,1500,0,5.70483,160.899,2.21754,36822
-236.727,253.044,927,1445,1500,0,6.38498,160.115,2.21292,36922
-242.485,249.627,927,1454,1500,0,5.75981,159.803,2.20302,37022
-233.022,232.542,938,1454,1500,0,4.87614,159.747,2.16093,37122
-210.92,207.704,970,1468,1500,0,1.72069,160.508,2.14002,37222
-178.213,200.388,962,1496,1500,0,-0.0827986,160.696,2.11102,37322
-143.278,198.098,953,1495,1500,0,-0.0827986,160.696,2.09933,37422
-107.883,195.78,947,1508,1500,0,-0.542682,159.196,2.11198,37522
-52.6634,179.342,938,1533,1500,0,-0.474441,158.571,2.11098,37622
-32.1793,174.885,937,1533,1500,0,-0.474441,158.571,2.10911,37723
