PID values => kp: 0 ki: 0 kd: 0
Print out format:
yc, zc, alt, CH1, CH3, is_manual?, roll, yaw, area, system time, RF, pitch, CH2, CH4
0,0,0,0,0,11,305,0,49,0,6.3
0,0,0,0,0,10.9,305,0,61,0,6.2
0,0,0,0,0,10.9,305,0,72,0,6.1
0,0,0,0,0,10.9,305,0,84,0,6
0,0,0,0,0,10.9,305,0,96,0,5.9
0,0,0,0,0,10.9,305,0,108,0,5.9
0,0,0,0,0,11,305,0,119,0,5.9
0,0,0,0,0,11.1,305,0,130,0,5.8
0,0,0,0,0,11.1,305,0,141,0,5.8
0,0,0,0,0,11.2,305,0,152,0,5.8
0,0,0,0,0,11.3,305,0,164,0,5.8
0,0,0,0,0,11.4,305,0,176,0,5.8
0,0,0,0,0,11.3,305,0,189,0,5.7
0,0,0,0,0,11,305,0,200,0,5.7
0,0,0,0,0,10.8,305,0,211,0,5.7
0,0,0,0,0,10.7,306,0,222,0,5.8
0,0,0,0,0,10.7,306,0,234,0,5.8
0,0,0,0,0,10.8,306,0,246,0,5.9
0,0,0,0,0,10.8,306,0,258,0,6
0,0,0,0,0,10.8,306,0,271,0,6
0,0,0,0,0,10.7,306,0,282,0,6.1
0,0,0,0,0,10.7,306,0,292,0,6.2
0,0,0,0,0,10.6,306,0,303,0,6.3
0,0,0,0,0,10.8,305,0,314,0,6.3
0,0,0,0,0,11,305,0,326,0,6.3
0,0,0,0,0,11,305,0,339,0,6.2
0,0,0,0,0,10.8,305,0,349,0,6.3
0,0,0,0,0,10.5,305,0,362,0,6.5
0,0,0,0,0,10.5,305,0,373,0,6.7
0,0,0,0,0,10.6,305,0,384,0,6.8
0,0,0,0,0,10.9,305,0,396,0,7
0,0,0,0,0,10.9,305,0,408,0,7.3
0,0,0,0,0,10.8,305,0,420,0,7.6
0,0,0,0,0,10.9,305,0,432,0,7.8
0,0,0,0,0,11.1,305,0,444,0,8.1
0,0,0,0,0,11,305,0,455,0,8.3
0,0,0,0,0,11,305,0,466,0,8.5
0,0,0,0,0,11,306,0,477,0,8.5
0,0,0,0,0,11.1,306,0,490,0,8.7
0,0,0,0,0,11.1,306,0,502,0,8.9
0,0,0,0,0,11,306,0,513,0,9.1
0,0,0,0,0,11,306,0,525,0,9.1
0,0,0,0,0,11,307,0,537,0,9
0,0,0,0,0,11,307,0,549,0,8.9
0,0,0,0,0,11,307,0,561,0,8.8
0,0,0,0,0,10.9,307,0,572,0,8.8
0,0,0,0,0,11,307,0,584,0,8.8
0,0,0,0,0,11.4,307,0,596,0,8.6
0,0,0,0,0,11.7,307,0,608,0,8.5
0,0,0,0,0,11.3,308,0,620,0,8.4
0,0,0,0,0,10.8,308,0,632,0,8.3
0,0,0,0,0,10.5,308,0,644,0,8.1
0,0,0,0,0,10.7,308,0,656,0,7.9
0,0,0,0,0,11.2,308,0,667,0,7.9
0,0,0,0,0,11.5,308,0,680,0,8.1
